CBSA Code,Metropolitan Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
35620,35614.0,408.0,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,"New York-Jersey City-White Plains, NY-NJ","New York-Newark, NY-NJ-CT-PA",Westchester,New York,36.0,119.0,Central
35660,,515.0,"Niles-Benton Harbor, MI",Metropolitan Statistical Area,,"South Bend-Elkhart-Mishawaka, IN-MI",Berrien,Michigan,26.0,21.0,Central
35700,,536.0,"Nogales, AZ",Micropolitan Statistical Area,,"Tucson-Nogales, AZ",Santa Cruz,Arizona,4.0,23.0,Central
35740,,,"Norfolk, NE",Micropolitan Statistical Area,,,Madison,Nebraska,31.0,119.0,Central
35740,,,"Norfolk, NE",Micropolitan Statistical Area,,,Pierce,Nebraska,31.0,139.0,Outlying
35740,,,"Norfolk, NE",Micropolitan Statistical Area,,,Stanton,Nebraska,31.0,167.0,Outlying
35820,,,"North Platte, NE",Micropolitan Statistical Area,,,Lincoln,Nebraska,31.0,111.0,Central
35820,,,"North Platte, NE",Micropolitan Statistical Area,,,Logan,Nebraska,31.0,113.0,Outlying
35820,,,"North Platte, NE",Micropolitan Statistical Area,,,McPherson,Nebraska,31.0,117.0,Outlying
35840,,412.0,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,,"North Port-Sarasota, FL",Manatee,Florida,12.0,81.0,Central
