CBSA Code,Metropolitan Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County
10100,,,"Aberdeen, SD",Micropolitan Statistical Area,,,Brown,South Dakota,46.0,13.0,Central
10100,,,"Aberdeen, SD",Micropolitan Statistical Area,,,Edmunds,South Dakota,46.0,45.0,Outlying
10140,,,"Aberdeen, WA",Micropolitan Statistical Area,,,Grays Harbor,Washington,53.0,27.0,Central
10180,,,"Abilene, TX",Metropolitan Statistical Area,,,Callahan,Texas,48.0,59.0,Outlying
10180,,,"Abilene, TX",Metropolitan Statistical Area,,,Jones,Texas,48.0,253.0,Outlying
10180,,,"Abilene, TX",Metropolitan Statistical Area,,,Taylor,Texas,48.0,441.0,Central
10220,,,"Ada, OK",Micropolitan Statistical Area,,,Pontotoc,Oklahoma,40.0,123.0,Central
10260,,434.0,"Adjuntas, PR",Micropolitan Statistical Area,,"Ponce-Coamo-Santa Isabel, PR",Adjuntas,Puerto Rico,72.0,1.0,Central
10300,,220.0,"Adrian, MI",Micropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Lenawee,Michigan,26.0,91.0,Central
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Aguada,Puerto Rico,72.0,3.0,Central
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Aguadilla,Puerto Rico,72.0,5.0,Central
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Añasco,Puerto Rico,72.0,11.0,Central
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Isabela,Puerto Rico,72.0,71.0,Central
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Lares,Puerto Rico,72.0,81.0,Central
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Moca,Puerto Rico,72.0,99.0,Central
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Rincón,Puerto Rico,72.0,117.0,Central
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,San Sebastián,Puerto Rico,72.0,131.0,Central
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Utuado,Puerto Rico,72.0,141.0,Central
10420,,184.0,"Akron, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Portage,Ohio,39.0,133.0,Central
10420,,184.0,"Akron, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Summit,Ohio,39.0,153.0,Central
10460,,,"Alamogordo, NM",Micropolitan Statistical Area,,,Otero,New Mexico,35.0,35.0,Central
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Baker,Georgia,13.0,7.0,Outlying
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Dougherty,Georgia,13.0,95.0,Central
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Lee,Georgia,13.0,177.0,Central
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Terrell,Georgia,13.0,273.0,Outlying
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Worth,Georgia,13.0,321.0,Outlying
10540,,440.0,"Albany, OR",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Linn,Oregon,41.0,43.0,Central
10580,,104.0,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Albany,New York,36.0,1.0,Central
10580,,104.0,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Rensselaer,New York,36.0,83.0,Central
10580,,104.0,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Saratoga,New York,36.0,91.0,Central
10580,,104.0,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Schenectady,New York,36.0,93.0,Central
10580,,104.0,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Schoharie,New York,36.0,95.0,Outlying
10620,,172.0,"Albemarle, NC",Micropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Stanly,North Carolina,37.0,167.0,Central
10660,,,"Albert Lea, MN",Micropolitan Statistical Area,,,Freeborn,Minnesota,27.0,47.0,Central
10700,,290.0,"Albertville, AL",Micropolitan Statistical Area,,"Huntsville-Decatur-Albertville, AL",Marshall,Alabama,1.0,95.0,Central
10740,,106.0,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Bernalillo,New Mexico,35.0,1.0,Central
10740,,106.0,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Sandoval,New Mexico,35.0,43.0,Central
10740,,106.0,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Torrance,New Mexico,35.0,57.0,Outlying
10740,,106.0,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Valencia,New Mexico,35.0,61.0,Outlying
10760,,142.0,"Alexander City, AL",Micropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Tallapoosa,Alabama,1.0,123.0,Central
10780,,,"Alexandria, LA",Metropolitan Statistical Area,,,Grant,Louisiana,22.0,43.0,Outlying
10780,,,"Alexandria, LA",Metropolitan Statistical Area,,,Rapides,Louisiana,22.0,79.0,Central
10820,,,"Alexandria, MN",Micropolitan Statistical Area,,,Douglas,Minnesota,27.0,41.0,Central
10860,,204.0,"Alice, TX",Micropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",Jim Wells,Texas,48.0,249.0,Central
10900,,408.0,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Warren,New Jersey,34.0,41.0,Central
10900,,408.0,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Carbon,Pennsylvania,42.0,25.0,Central
10900,,408.0,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Lehigh,Pennsylvania,42.0,77.0,Central
10900,,408.0,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Northampton,Pennsylvania,42.0,95.0,Central
10940,,394.0,"Alma, MI",Micropolitan Statistical Area,,"Mount Pleasant-Alma, MI",Gratiot,Michigan,26.0,57.0,Central
10980,,,"Alpena, MI",Micropolitan Statistical Area,,,Alpena,Michigan,26.0,7.0,Central
11020,,,"Altoona, PA",Metropolitan Statistical Area,,,Blair,Pennsylvania,42.0,13.0,Central
11060,,,"Altus, OK",Micropolitan Statistical Area,,,Jackson,Oklahoma,40.0,65.0,Central
11100,,108.0,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Armstrong,Texas,48.0,11.0,Outlying
11100,,108.0,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Carson,Texas,48.0,65.0,Outlying
11100,,108.0,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Oldham,Texas,48.0,359.0,Outlying
11100,,108.0,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Potter,Texas,48.0,375.0,Central
11100,,108.0,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Randall,Texas,48.0,381.0,Central
11140,,,"Americus, GA",Micropolitan Statistical Area,,,Schley,Georgia,13.0,249.0,Outlying
11140,,,"Americus, GA",Micropolitan Statistical Area,,,Sumter,Georgia,13.0,261.0,Central
11180,,218.0,"Ames, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Story,Iowa,19.0,169.0,Central
11220,,104.0,"Amsterdam, NY",Micropolitan Statistical Area,,"Albany-Schenectady, NY",Montgomery,New York,36.0,57.0,Central
11260,,,"Anchorage, AK",Metropolitan Statistical Area,,,Anchorage,Alaska,2.0,20.0,Central
11260,,,"Anchorage, AK",Metropolitan Statistical Area,,,Matanuska-Susitna,Alaska,2.0,170.0,Outlying
11380,,,"Andrews, TX",Micropolitan Statistical Area,,,Andrews,Texas,48.0,3.0,Central
11420,,258.0,"Angola, IN",Micropolitan Statistical Area,,"Fort Wayne-Huntington-Auburn, IN",Steuben,Indiana,18.0,151.0,Central
11460,,220.0,"Ann Arbor, MI",Metropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Washtenaw,Michigan,26.0,161.0,Central
11500,,,"Anniston-Oxford-Jacksonville, AL",Metropolitan Statistical Area,,,Calhoun,Alabama,1.0,15.0,Central
11540,,118.0,"Appleton, WI",Metropolitan Statistical Area,,"Appleton-Oshkosh-Neenah, WI",Calumet,Wisconsin,55.0,15.0,Central
11540,,118.0,"Appleton, WI",Metropolitan Statistical Area,,"Appleton-Oshkosh-Neenah, WI",Outagamie,Wisconsin,55.0,87.0,Central
11580,,412.0,"Arcadia, FL",Micropolitan Statistical Area,,"North Port-Sarasota, FL",DeSoto,Florida,12.0,27.0,Central
11620,,,"Ardmore, OK",Micropolitan Statistical Area,,,Carter,Oklahoma,40.0,19.0,Central
11640,,490.0,"Arecibo, PR",Metropolitan Statistical Area,,"San Juan-Carolina, PR",Arecibo,Puerto Rico,72.0,13.0,Central
11640,,490.0,"Arecibo, PR",Metropolitan Statistical Area,,"San Juan-Carolina, PR",Camuy,Puerto Rico,72.0,27.0,Central
11640,,490.0,"Arecibo, PR",Metropolitan Statistical Area,,"San Juan-Carolina, PR",Hatillo,Puerto Rico,72.0,65.0,Central
11640,,490.0,"Arecibo, PR",Metropolitan Statistical Area,,"San Juan-Carolina, PR",Quebradillas,Puerto Rico,72.0,115.0,Central
11660,,,"Arkadelphia, AR",Micropolitan Statistical Area,,,Clark,Arkansas,5.0,19.0,Central
11680,,556.0,"Arkansas City-Winfield, KS",Micropolitan Statistical Area,,"Wichita-Arkansas City-Winfield, KS",Cowley,Kansas,20.0,35.0,Central
11700,,120.0,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Buncombe,North Carolina,37.0,21.0,Central
11700,,120.0,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Haywood,North Carolina,37.0,87.0,Central
11700,,120.0,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Henderson,North Carolina,37.0,89.0,Central
11700,,120.0,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Madison,North Carolina,37.0,115.0,Outlying
11740,,360.0,"Ashland, OH",Micropolitan Statistical Area,,"Mansfield-Ashland-Bucyrus, OH",Ashland,Ohio,39.0,5.0,Central
11780,,184.0,"Ashtabula, OH",Micropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Ashtabula,Ohio,39.0,7.0,Central
11820,,,"Astoria, OR",Micropolitan Statistical Area,,,Clatsop,Oregon,41.0,7.0,Central
11860,,312.0,"Atchison, KS",Micropolitan Statistical Area,,"Kansas City-Overland Park-Kansas City, MO-KS",Atchison,Kansas,20.0,5.0,Central
11900,,,"Athens, OH",Micropolitan Statistical Area,,,Athens,Ohio,39.0,9.0,Central
11940,,174.0,"Athens, TN",Micropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",McMinn,Tennessee,47.0,107.0,Central
11980,,206.0,"Athens, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Henderson,Texas,48.0,213.0,Central
12020,,122.0,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Clarke,Georgia,13.0,59.0,Central
12020,,122.0,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Madison,Georgia,13.0,195.0,Outlying
12020,,122.0,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Oconee,Georgia,13.0,219.0,Central
12020,,122.0,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Oglethorpe,Georgia,13.0,221.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Barrow,Georgia,13.0,13.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Bartow,Georgia,13.0,15.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Butts,Georgia,13.0,35.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Carroll,Georgia,13.0,45.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Cherokee,Georgia,13.0,57.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Clayton,Georgia,13.0,63.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Cobb,Georgia,13.0,67.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Coweta,Georgia,13.0,77.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Dawson,Georgia,13.0,85.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",DeKalb,Georgia,13.0,89.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Douglas,Georgia,13.0,97.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Fayette,Georgia,13.0,113.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Forsyth,Georgia,13.0,117.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Fulton,Georgia,13.0,121.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Gwinnett,Georgia,13.0,135.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Haralson,Georgia,13.0,143.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Heard,Georgia,13.0,149.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Henry,Georgia,13.0,151.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Jasper,Georgia,13.0,159.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Lamar,Georgia,13.0,171.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Meriwether,Georgia,13.0,199.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Morgan,Georgia,13.0,211.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Newton,Georgia,13.0,217.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Paulding,Georgia,13.0,223.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Pickens,Georgia,13.0,227.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Pike,Georgia,13.0,231.0,Outlying
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Rockdale,Georgia,13.0,247.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Spalding,Georgia,13.0,255.0,Central
12060,,122.0,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Walton,Georgia,13.0,297.0,Central
12100,,428.0,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Atlantic,New Jersey,34.0,1.0,Central
12120,,426.0,"Atmore, AL",Micropolitan Statistical Area,,"Pensacola-Ferry Pass, FL-AL",Escambia,Alabama,1.0,53.0,Central
12140,,258.0,"Auburn, IN",Micropolitan Statistical Area,,"Fort Wayne-Huntington-Auburn, IN",DeKalb,Indiana,18.0,33.0,Central
12180,,532.0,"Auburn, NY",Micropolitan Statistical Area,,"Syracuse-Auburn, NY",Cayuga,New York,36.0,11.0,Central
12220,,194.0,"Auburn-Opelika, AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Lee,Alabama,1.0,81.0,Central
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Burke,Georgia,13.0,33.0,Outlying
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Columbia,Georgia,13.0,73.0,Central
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Lincoln,Georgia,13.0,181.0,Outlying
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,McDuffie,Georgia,13.0,189.0,Outlying
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Richmond,Georgia,13.0,245.0,Central
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Aiken,South Carolina,45.0,3.0,Central
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Edgefield,South Carolina,45.0,37.0,Outlying
12300,,,"Augusta-Waterville, ME",Micropolitan Statistical Area,,,Kennebec,Maine,23.0,11.0,Central
12380,,462.0,"Austin, MN",Micropolitan Statistical Area,,"Rochester-Austin, MN",Mower,Minnesota,27.0,99.0,Central
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Bastrop,Texas,48.0,21.0,Outlying
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Caldwell,Texas,48.0,55.0,Outlying
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Hays,Texas,48.0,209.0,Central
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Travis,Texas,48.0,453.0,Central
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Williamson,Texas,48.0,491.0,Central
12460,,533.0,"Bainbridge, GA",Micropolitan Statistical Area,,"Tallahassee-Bainbridge, FL-GA",Decatur,Georgia,13.0,87.0,Central
12540,,,"Bakersfield, CA",Metropolitan Statistical Area,,,Kern,California,6.0,29.0,Central
12580,,548.0,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Anne Arundel,Maryland,24.0,3.0,Central
12580,,548.0,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore,Maryland,24.0,5.0,Central
12580,,548.0,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Carroll,Maryland,24.0,13.0,Outlying
12580,,548.0,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Harford,Maryland,24.0,25.0,Outlying
12580,,548.0,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Howard,Maryland,24.0,27.0,Central
12580,,548.0,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Queen Anne's,Maryland,24.0,35.0,Central
12580,,548.0,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore,Maryland,24.0,510.0,Central
12620,,,"Bangor, ME",Metropolitan Statistical Area,,,Penobscot,Maine,23.0,19.0,Central
12660,,357.0,"Baraboo, WI",Micropolitan Statistical Area,,"Madison-Janesville-Beloit, WI",Sauk,Wisconsin,55.0,111.0,Central
12680,,350.0,"Bardstown, KY",Micropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",Nelson,Kentucky,21.0,179.0,Central
12700,,148.0,"Barnstable Town, MA",Metropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH-CT",Barnstable,Massachusetts,25.0,1.0,Central
12740,,,"Barre, VT",Micropolitan Statistical Area,,,Washington,Vermont,50.0,23.0,Central
12780,,538.0,"Bartlesville, OK",Micropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Washington,Oklahoma,40.0,147.0,Central
12820,,384.0,"Bastrop, LA",Micropolitan Statistical Area,,"Monroe-Ruston-Bastrop, LA",Morehouse,Louisiana,22.0,67.0,Central
12860,,464.0,"Batavia, NY",Micropolitan Statistical Area,,"Rochester-Batavia-Seneca Falls, NY",Genesee,New York,36.0,37.0,Central
12900,,,"Batesville, AR",Micropolitan Statistical Area,,,Independence,Arkansas,5.0,63.0,Central
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Ascension,Louisiana,22.0,5.0,Central
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,East Baton Rouge,Louisiana,22.0,33.0,Central
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,East Feliciana,Louisiana,22.0,37.0,Outlying
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Iberville,Louisiana,22.0,47.0,Central
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Livingston,Louisiana,22.0,63.0,Central
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Pointe Coupee,Louisiana,22.0,77.0,Outlying
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,St. Helena,Louisiana,22.0,91.0,Outlying
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,West Baton Rouge,Louisiana,22.0,121.0,Central
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,West Feliciana,Louisiana,22.0,125.0,Outlying
12980,,310.0,"Battle Creek, MI",Metropolitan Statistical Area,,"Kalamazoo-Battle Creek-Portage, MI",Calhoun,Michigan,26.0,25.0,Central
13020,,474.0,"Bay City, MI",Metropolitan Statistical Area,,"Saginaw-Midland-Bay City, MI",Bay,Michigan,26.0,17.0,Central
13060,,288.0,"Bay City, TX",Micropolitan Statistical Area,,"Houston-The Woodlands, TX",Matagorda,Texas,48.0,321.0,Central
13100,,339.0,"Beatrice, NE",Micropolitan Statistical Area,,"Lincoln-Beatrice, NE",Gage,Nebraska,31.0,67.0,Central
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Hardin,Texas,48.0,199.0,Outlying
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Jefferson,Texas,48.0,245.0,Central
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Newton,Texas,48.0,351.0,Outlying
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Orange,Texas,48.0,361.0,Central
13180,,376.0,"Beaver Dam, WI",Micropolitan Statistical Area,,"Milwaukee-Racine-Waukesha, WI",Dodge,Wisconsin,55.0,27.0,Central
13220,,,"Beckley, WV",Metropolitan Statistical Area,,,Fayette,West Virginia,54.0,19.0,Central
13220,,,"Beckley, WV",Metropolitan Statistical Area,,,Raleigh,West Virginia,54.0,81.0,Central
13260,,144.0,"Bedford, IN",Micropolitan Statistical Area,,"Bloomington-Bedford, IN",Lawrence,Indiana,18.0,93.0,Central
13300,,,"Beeville, TX",Micropolitan Statistical Area,,,Bee,Texas,48.0,25.0,Central
13340,,198.0,"Bellefontaine, OH",Micropolitan Statistical Area,,"Columbus-Marion-Zanesville, OH",Logan,Ohio,39.0,91.0,Central
13380,,,"Bellingham, WA",Metropolitan Statistical Area,,,Whatcom,Washington,53.0,73.0,Central
13420,,,"Bemidji, MN",Micropolitan Statistical Area,,,Beltrami,Minnesota,27.0,7.0,Central
13460,,140.0,"Bend-Redmond, OR",Metropolitan Statistical Area,,"Bend-Redmond-Prineville, OR",Deschutes,Oregon,41.0,17.0,Central
13500,,,"Bennettsville, SC",Micropolitan Statistical Area,,,Marlboro,South Carolina,45.0,69.0,Central
13540,,,"Bennington, VT",Micropolitan Statistical Area,,,Bennington,Vermont,50.0,3.0,Central
13620,,,"Berlin, NH-VT",Micropolitan Statistical Area,,,Coos,New Hampshire,33.0,7.0,Central
13620,,,"Berlin, NH-VT",Micropolitan Statistical Area,,,Essex,Vermont,50.0,9.0,Outlying
13660,,266.0,"Big Rapids, MI",Micropolitan Statistical Area,,"Grand Rapids-Wyoming-Muskegon, MI",Mecosta,Michigan,26.0,107.0,Central
13700,,,"Big Spring, TX",Micropolitan Statistical Area,,,Glasscock,Texas,48.0,173.0,Outlying
13700,,,"Big Spring, TX",Micropolitan Statistical Area,,,Howard,Texas,48.0,227.0,Central
13720,,,"Big Stone Gap, VA",Micropolitan Statistical Area,,,Dickenson,Virginia,51.0,51.0,Outlying
13720,,,"Big Stone Gap, VA",Micropolitan Statistical Area,,,Wise,Virginia,51.0,195.0,Central
13720,,,"Big Stone Gap, VA",Micropolitan Statistical Area,,,Norton,Virginia,51.0,720.0,Central
13740,,,"Billings, MT",Metropolitan Statistical Area,,,Carbon,Montana,30.0,9.0,Outlying
13740,,,"Billings, MT",Metropolitan Statistical Area,,,Golden Valley,Montana,30.0,37.0,Outlying
13740,,,"Billings, MT",Metropolitan Statistical Area,,,Yellowstone,Montana,30.0,111.0,Central
13780,,,"Binghamton, NY",Metropolitan Statistical Area,,,Broome,New York,36.0,7.0,Central
13780,,,"Binghamton, NY",Metropolitan Statistical Area,,,Tioga,New York,36.0,107.0,Central
13820,,142.0,"Birmingham-Hoover, AL",Metropolitan Statistical Area,,"Birmingham-Hoover-Talladega, AL",Bibb,Alabama,1.0,7.0,Outlying
